Instrument,Date,Revenue,Gross Profit,EBIT,EBITDA,Total Assets,Total Liabilities,Enterprise Value (Daily Time Series),Free Cash Flow,P/E (Daily Time Series Ratio),Dividend yield,"Net Profit Margin, (%)",Current Ratio,Quick Ratio,Debt - Total,"Weighted Average Cost of Capital, (%)",Common Shares - Outstanding - Total
CME.O,2022-12-31T00:00:00Z,5966594370.0,,4310401095.0,4610144385.0,143982342405.0,121763065050.0,56430244636.9617,240968475.0,25.8893376806657,2.26423638627873,36.81454,1.0101,1.0101,2905178760.0,5.31655973286304,358932138.0
CME.O,2021-12-31T00:00:00Z,3693236890.0,,2182044715.0,2466913125.0,145450158745.0,125197966150.0,51073952303.2013,507648220.0,22.93864567,2.30813618003462,52.37762,1.0085,1.0085,2608386435.0,5.5851828153973,358602138.0
CME.O,2021-12-31T00:00:00Z,3693236890.0,,2182044715.0,2466913125.0,145450158745.0,125197966150.0,58430746339.4524,507648220.0,21.448799016,2.00521355524363,52.37762,1.0085,1.0085,2608386435.0,5.97590722133289,358602138.0
CME.O,2021-12-31T00:00:00Z,3693236890.0,,2182044715.0,2466913125.0,145450158745.0,125197966150.0,61549920238.3909,507648220.0,26.081236842,1.82365277651135,52.37762,1.0085,1.0085,2608386435.0,5.59909459067113,358602138.0
CME.O,2021-12-31T00:00:00Z,3693236890.0,,2182044715.0,2466913125.0,145450158745.0,125197966150.0,65533025969.1789,507648220.0,31.776106776,1.56862745098039,52.37762,1.0085,1.0085,2608386435.0,4.6861419134797,358602138.0
CME.O,2020-12-31T00:00:00Z,3705339831.0,,2062536537.0,2402184765.0,91172291652.0,71899595097.0,62139267823.1533,192569721.0,32.792857161,1.63228292904103,41.55301,1.01231,1.01231,2585612361.0,1.52311683172695,358113138.0
CME.O,2020-12-31T00:00:00Z,3705339831.0,,2062536537.0,2402184765.0,91172291652.0,71899595097.0,53306208617.522,192569721.0,34.687314858,1.69707254985151,41.55301,1.01231,1.01231,2585612361.0,4.1952109761857,358113138.0
CME.O,2020-12-31T00:00:00Z,3705339831.0,,2062536537.0,2402184765.0,91172291652.0,71899595097.0,57056070354.9884,192569721.0,38.276649028,1.7822664488341,41.55301,1.01231,1.01231,2585612361.0,4.01685386227526,358113138.0
CME.O,2020-12-31T00:00:00Z,3705339831.0,,2062536537.0,2402184765.0,91172291652.0,71899595097.0,54548219408.0877,192569721.0,33.396457918,1.87080444591174,41.55301,1.01231,1.01231,2585612361.0,4.20001470969985,358113138.0
CME.O,2019-12-31T00:00:00Z,4152549780.0,,2432822940.0,2789785800.0,56727379260.0,36998035200.0,49364232771.6615,488419920.0,29.135146569,2.25583864118896,38.44058,1.02713,1.02713,2897711820.0,3.52246266911528,357472138.0
CME.O,2019-12-31T00:00:00Z,4152549780.0,,2432822940.0,2789785800.0,56727379260.0,36998035200.0,48060282309.6958,488419920.0,23.905110206,2.0459742447948,38.44058,1.02713,1.02713,2897711820.0,2.60451161787336,357472138.0
CME.O,2019-12-31T00:00:00Z,4152549780.0,,2432822940.0,2789785800.0,56727379260.0,36998035200.0,49216378180.4344,488419920.0,23.117186991,1.90786151169968,38.44058,1.02713,1.02713,2897711820.0,8.66108835937273,357472138.0
CME.O,2019-12-31T00:00:00Z,4152549780.0,,2432822940.0,2789785800.0,56727379260.0,36998035200.0,51716743842.7657,488419920.0,27.712640897,1.38178803371563,38.44058,1.02713,1.02713,2897711820.0,3.10781038066304,357472138.0
CME.O,2018-12-31T00:00:00Z,3378052472.0,,2044045488.0,2238996444.0,60731651716.0,40377972352.0,56297054758.5371,-42643072.0,33.39209457,1.45808019441069,45.52838,1.01488,1.01488,3449855880.0,2.87331553287079,356827138.0
CME.O,2018-12-31T00:00:00Z,3378052472.0,,2044045488.0,2238996444.0,60731651716.0,40377972352.0,64187047408.2281,-42643072.0,38.576563002,1.54305112642732,45.52838,1.01488,1.01488,3449855880.0,2.91004400229486,356827138.0
CME.O,2018-12-31T00:00:00Z,3378052472.0,,2044045488.0,2238996444.0,60731651716.0,40377972352.0,57297261917.9973,-42643072.0,33.933643181,1.67691447736165,45.52838,1.01488,1.01488,3449855880.0,3.33802408038604,356827138.0
CME.O,2018-12-31T00:00:00Z,3378052472.0,,2044045488.0,2238996444.0,60731651716.0,40377972352.0,47496704997.5265,-42643072.0,26.912518004,1.53609831029186,45.52838,1.01488,1.01488,3449855880.0,4.1105074836645,356827138.0
CME.O,2017-12-31T00:00:00Z,2697369576.0,,1710028848.0,1864335528.0,56091551296.0,39505026352.0,54271841846.6031,1550393592.0,13.578142342,1.5280506439642,108.7003,1.02701,1.02701,1652672648.0,5.1701112342059,339238138.0
CME.O,2017-12-31T00:00:00Z,2697369576.0,,1710028848.0,1864335528.0,56091551296.0,39505026352.0,46218971465.8161,1550393592.0,12.456618433,1.75967823026647,108.7003,1.02701,1.02701,1652672648.0,6.11336426532584,339238138.0
CME.O,2017-12-31T00:00:00Z,2697369576.0,,1710028848.0,1864335528.0,56091551296.0,39505026352.0,43292786288.7514,1550393592.0,12.426178953,,108.7003,1.02701,1.02701,1652672648.0,6.09080059899719,339238138.0
CBOE.K,2022-12-31T00:00:00Z,3272294025.0,1439776305.0,780357600.0,918242820.0,5785640685.0,2921050440.0,12434712277.9822,109613790.0,49.548886487418,1.43163922691482,5.91386,1.05334,1.05334,1440024300.0,5.59040912628243,105951199.0
CBOE.K,2022-12-31T00:00:00Z,3272294025.0,1439776305.0,780357600.0,918242820.0,5785640685.0,2921050440.0,12478573954.5475,109613790.0,61.5057547100653,1.62760416666667,5.91386,1.05334,1.05334,1440024300.0,5.5506965754804,105951199.0
CBOE.K,2021-12-31T00:00:00Z,2583181420.0,1091059315.0,605216020.0,728949730.0,5036937675.0,2372449755.0,12225517390.5517,334169715.0,56.143224063,1.60642570281124,15.08813,1.30959,1.30959,960377595.0,6.13993733112517,106646498.0
CBOE.K,2021-12-31T00:00:00Z,2583181420.0,1091059315.0,605216020.0,728949730.0,5036937675.0,2372449755.0,12516403428.1488,334169715.0,60.180485054,1.55616793645648,15.08813,1.30959,1.30959,960377595.0,6.52521041251439,106646498.0
CBOE.K,2021-12-31T00:00:00Z,2583181420.0,1091059315.0,605216020.0,728949730.0,5036937675.0,2372449755.0,10587893544.7364,334169715.0,24.237427865,1.69941582580988,15.08813,1.30959,1.30959,960377595.0,6.17270917619216,106646498.0
CBOE.K,2021-12-31T00:00:00Z,2583181420.0,1091059315.0,605216020.0,728949730.0,5036937675.0,2372449755.0,9952322466.84234,334169715.0,23.249859794,1.61984307770185,15.08813,1.30959,1.30959,960377595.0,5.75976500534949,106646498.0
CBOE.K,2020-12-31T00:00:00Z,2506478127.0,917357391.0,493528476.0,609450621.0,4765972605.0,2316687612.0,10929443943.1697,298910919.0,31.152796824,1.45520691223283,13.62668,1.19303,1.19303,880496343.0,1.55022189288769,107299933.0
CBOE.K,2020-12-31T00:00:00Z,2506478127.0,917357391.0,493528476.0,609450621.0,4765972605.0,2316687612.0,10345675311.122,298910919.0,30.419950536,1.41808052671562,13.62668,1.19303,1.19303,880496343.0,5.27992401597314,107299933.0
CBOE.K,2020-12-31T00:00:00Z,2506478127.0,917357391.0,493528476.0,609450621.0,4765972605.0,2316687612.0,9779630647.02243,298910919.0,28.88630612,1.60965794768612,13.62668,1.19303,1.19303,880496343.0,5.05112795973696,107299933.0
CBOE.K,2020-12-31T00:00:00Z,2506478127.0,917357391.0,493528476.0,609450621.0,4765972605.0,2316687612.0,8287532816.67301,298910919.0,23.128011399,1.83146189905156,13.62668,1.19303,1.19303,880496343.0,4.88728372875282,107299933.0
CBOE.K,2019-12-31T00:00:00Z,1882558620.0,857449980.0,441734940.0,574926660.0,3856903380.0,1326109860.0,7822272582.07332,273246660.0,21.988608994,2.06667486775741,14.93129,2.15767,2.15767,654343920.0,4.30609544618233,110656892.0
CBOE.K,2019-12-31T00:00:00Z,1882558620.0,857449980.0,441734940.0,574926660.0,3856903380.0,1326109860.0,7730909488.39812,273246660.0,21.038850177,1.64196123147092,14.93129,2.15767,2.15767,654343920.0,3.85015625903177,110656892.0
CBOE.K,2019-12-31T00:00:00Z,1882558620.0,857449980.0,441734940.0,574926660.0,3856903380.0,1326109860.0,8713778686.16387,273246660.0,23.786391675,1.44898369893339,14.93129,2.15767,2.15767,654343920.0,8.54659163821934,110656892.0
CBOE.K,2019-12-31T00:00:00Z,1882558620.0,857449980.0,441734940.0,574926660.0,3856903380.0,1326109860.0,8342535075.59052,273246660.0,26.650144075,1.16864145430937,14.93129,2.15767,2.15767,654343920.0,3.75818931511607,110656892.0
CBOE.K,2018-12-31T00:00:00Z,2170406944.0,953903572.0,493374072.0,653285592.0,4171025480.0,1623101928.0,10593721451.088,362622888.0,31.530407136,1.25054277029961,15.24487,1.14734,1.14734,952727752.0,2.07623610884608,111601976.0
CBOE.K,2018-12-31T00:00:00Z,2170406944.0,953903572.0,493374072.0,653285592.0,4171025480.0,1623101928.0,10956736739.6131,362622888.0,31.71392062,1.31735431342055,15.24487,1.14734,1.14734,952727752.0,1.90786061636819,111601976.0
CBOE.K,2018-12-31T00:00:00Z,2170406944.0,953903572.0,493374072.0,653285592.0,4171025480.0,1623101928.0,9783028359.82797,362622888.0,29.010702298,1.22035232752682,15.24487,1.14734,1.14734,952727752.0,2.65492976204698,111601976.0
CBOE.K,2018-12-31T00:00:00Z,2170406944.0,953903572.0,493374072.0,653285592.0,4171025480.0,1623101928.0,8873703367.28169,362622888.0,25.342269333,1.32947357135199,15.24487,1.14734,1.14734,952727752.0,3.54286344386791,111601976.0
CBOE.K,2017-12-31T00:00:00Z,1649712328.0,736823648.0,337698504.0,479941880.0,3897039256.0,1587989656.0,9456033288.44747,182133688.0,31.570285272,1.09880372175454,9.22345,1.3015,1.3015,916145032.0,4.43578583005698,112741217.0
CBOE.K,2017-12-31T00:00:00Z,1649712328.0,736823648.0,337698504.0,479941880.0,3897039256.0,1587989656.0,8966736960.555,182133688.0,33.450575346,1.11191187068877,9.22345,1.3015,1.3015,916145032.0,5.51910178936581,112741217.0
CBOE.K,2017-12-31T00:00:00Z,1649712328.0,736823648.0,337698504.0,479941880.0,3897039256.0,1587989656.0,9615574572.80279,182133688.0,38.076526244,,9.22345,1.3015,1.3015,916145032.0,6.21124682808192,112741217.0
0388.HK,2022-12-31T00:00:00Z,1792495178.94872,,1097683654.52334,1252121499.45579,42981248370.5743,37678176682.246,11217777208.616,64040367.5011204,34.5607552789446,2.2037037037037,59.5134,1.08367,1.08367,236684730.136372,12.7370488497763,1267836895.0
0388.HK,2022-12-31T00:00:00Z,1792495178.94872,,1097683654.52334,1252121499.45579,42981248370.5743,37678176682.246,34850950220.9399,64040367.5011204,43.735586850686,2.16515323496027,59.5134,1.08367,1.08367,236684730.136372,10.820810069058,1267836895.0
0388.HK,2021-12-31T00:00:00Z,1846120943.32846,,1290511640.88355,1418889626.46553,37859559198.5428,33127398740.3474,6990625451.26962,118991412.042382,43.673382162,3.65071770334928,64.37779,1.08413,1.08413,235612477.23133,11.9607919533396,1267836895.0
0388.HK,2021-12-31T00:00:00Z,1846120943.32846,,1290511640.88355,1418889626.46553,37859559198.5428,33127398740.3474,-13483726265.0201,118991412.042382,31.751453018,2.47075208913649,64.37779,1.08413,1.08413,235612477.23133,11.1824147884615,1267836895.0
0388.HK,2021-12-31T00:00:00Z,1846120943.32846,,1290511640.88355,1418889626.46553,37859559198.5428,33127398740.3474,-7520073954.04144,118991412.042382,43.060989309,2.62581409117821,64.37779,1.08413,1.08413,235612477.23133,9.82254384820209,1267836895.0
0388.HK,2021-12-31T00:00:00Z,1846120943.32846,,1290511640.88355,1418889626.46553,37859559198.5428,33127398740.3474,29192725750.069,118991412.042382,37.57576616,2.08713503649635,64.37779,1.08413,1.08413,235612477.23133,9.46572159558458,1267836895.0
0388.HK,2020-12-31T00:00:00Z,1588253028.13359,,1058143508.37816,1171071270.46167,37652587647.5369,33007548972.563,18955751203.691,410389110.328548,45.16069532,1.94350042480884,68.33977,1.08477,1.08477,262366003.63763,9.01625515181351,1267836895.0
0388.HK,2020-12-31T00:00:00Z,1588253028.13359,,1058143508.37816,1171071270.46167,37652587647.5369,33007548972.563,24242354580.4345,410389110.328548,47.205870923,1.64717741935484,68.33977,1.08477,1.08477,262366003.63763,8.87726407071942,1267836895.0
0388.HK,2020-12-31T00:00:00Z,1588253028.13359,,1058143508.37816,1171071270.46167,37652587647.5369,33007548972.563,24186191771.1827,410389110.328548,44.810398181,1.73829787234042,68.33977,1.08477,1.08477,262366003.63763,9.00897252792174,1267836895.0
0388.HK,2020-12-31T00:00:00Z,1588253028.13359,,1058143508.37816,1171071270.46167,37652587647.5369,33007548972.563,37524769111.5524,410389110.328548,50.330327158,1.3470044229996,68.33977,1.08477,1.08477,262366003.63763,8.82183311068228,1267836895.0
0388.HK,2019-12-31T00:00:00Z,1313314890.88575,,821971501.925546,923047856.225931,27016721976.8935,22708293966.6239,26556296346.3571,344472862.644416,50.934131981,1.80983252296056,69.22964,1.10504,1.10504,283091245.186136,8.63585612615448,1261201319.0
0388.HK,2019-12-31T00:00:00Z,1313314890.88575,,821971501.925546,923047856.225931,27016721976.8935,22708293966.6239,32101770991.315,344472862.644416,48.536981611,1.81253376553214,69.22964,1.10504,1.10504,283091245.186136,9.35871733793582,1261201319.0
0388.HK,2019-12-31T00:00:00Z,1313314890.88575,,821971501.925546,923047856.225931,27016721976.8935,22708293966.6239,13869810482.3278,344472862.644416,46.044627011,2.66269841269841,69.22964,1.10504,1.10504,283091245.186136,10.3494320868644,1261201319.0
0388.HK,2019-12-31T00:00:00Z,1313314890.88575,,821971501.925546,923047856.225931,27016721976.8935,22708293966.6239,19352347949.9946,344472862.644416,31.311269914,2.62364760432767,69.22964,1.10504,1.10504,283091245.186136,14.2931993425724,1261201319.0
0388.HK,2018-12-31T00:00:00Z,1426528476.0263,,941977230.415629,1018248258.95422,25618657759.05,21524545055.2257,20800713402.0307,376951041.30754,34.353995519,2.77142857142857,65.3382,1.10395,1.10395,116708686.713912,14.5005612028987,1250632060.0
0388.HK,2018-12-31T00:00:00Z,1426528476.0263,,941977230.415629,1018248258.95422,25618657759.05,21524545055.2257,19718499277.1155,376951041.30754,30.365040597,2.52635542168675,65.3382,1.10395,1.10395,116708686.713912,15.4732456250452,1250632060.0
0388.HK,2018-12-31T00:00:00Z,1426528476.0263,,941977230.415629,1018248258.95422,25618657759.05,21524545055.2257,26722715146.7413,376951041.30754,36.747169349,2.46691176470588,65.3382,1.10395,1.10395,116708686.713912,14.8849217348824,1250632060.0
0388.HK,2018-12-31T00:00:00Z,1426528476.0263,,941977230.415629,1018248258.95422,25618657759.05,21524545055.2257,23080847356.1524,376951041.30754,36.551445893,2.65983606557377,65.3382,1.10395,1.10395,116708686.713912,14.9607086403607,1250632060.0
0388.HK,2017-12-31T00:00:00Z,1096393763.91982,,677975649.591685,759253155.159614,30086318040.0891,26545820638.4558,19061673949.1909,470234892.353378,30.060665235,3.12019230769231,63.97097,1.06983,1.06983,176195991.091314,15.3409166518858,1239809477.0
0388.HK,2017-12-31T00:00:00Z,1096393763.91982,,677975649.591685,759253155.159614,30086318040.0891,26545820638.4558,15178488440.2861,470234892.353378,30.990206265,2.33160621761658,63.97097,1.06983,1.06983,176195991.091314,14.8777149050183,1239809477.0
0388.HK,2017-12-31T00:00:00Z,1096393763.91982,,677975649.591685,759253155.159614,30086318040.0891,26545820638.4558,18683960983.0965,470234892.353378,35.313059248,,63.97097,1.06983,1.06983,176195991.091314,14.7813122743291,1239809477.0
DB1GnEUR.xbo,2022-12-31T00:00:00Z,4718203959.76027,3837411215.75342,1909770285.74486,2204547447.55993,238076615496.575,230060569921.875,37063953807.0457,870176519.691781,20.1252023231458,2.08212839791787,28.0207,1.01011,1.01011,4739613345.46233,5.07318634534902,183738945.0
DB1GnEUR.xbo,2022-12-31T00:00:00Z,4718203959.76027,3837411215.75342,1909770285.74486,2204547447.55993,238076615496.575,230060569921.875,31274067896.899,870176519.691781,22.1151689478134,1.9482496194825,28.0207,1.01011,1.01011,4739613345.46233,4.99253311784589,183738945.0
DB1GnEUR.xbo,2021-12-31T00:00:00Z,3736334936.22536,2948919952.02692,1399886206.03415,1637934082.48642,187311916643.931,180806226991.11,41560483417.1661,664819907.691608,20.988132732,1.94351655025812,27.20506,1.00448,1.00448,5313937788.46372,4.45666995419843,183618782.0
DB1GnEUR.xbo,2021-12-31T00:00:00Z,3736334936.22536,2948919952.02692,1399886206.03415,1637934082.48642,187311916643.931,180806226991.11,31835237873.2203,664819907.691608,23.058779673,1.87683284457478,27.20506,1.00448,1.00448,5313937788.46372,4.79528044512617,183618782.0
DB1GnEUR.xbo,2021-12-31T00:00:00Z,3736334936.22536,2948919952.02692,1399886206.03415,1637934082.48642,187311916643.931,180806226991.11,39486786004.4863,664819907.691608,22.354256133,1.92539109506618,27.20506,1.00448,1.00448,5313937788.46372,3.98519368206139,183618782.0
DB1GnEUR.xbo,2021-12-31T00:00:00Z,3736334936.22536,2948919952.02692,1399886206.03415,1637934082.48642,187311916643.931,180806226991.11,27853243503.1812,664819907.691608,24.784089527,1.90839694656489,27.20506,1.00448,1.00448,5313937788.46372,3.93650852850266,183618782.0
DB1GnEUR.xbo,2020-12-31T00:00:00Z,3355298324.37714,2870636182.21788,1563138128.96922,1791981551.05032,136375226823.4,130519175459.209,28960182529.7794,584077727.1617,23.331022965,2.0891364902507,28.74827,1.02213,1.02213,4284248983.87885,2.80346847442323,183521257.0
DB1GnEUR.xbo,2020-12-31T00:00:00Z,3355298324.37714,2870636182.21788,1563138128.96922,1791981551.05032,136375226823.4,130519175459.209,26186284986.3344,584077727.1617,23.779703473,2.13143872113677,28.74827,1.02213,1.02213,4284248983.87885,2.83322653689455,183521257.0
DB1GnEUR.xbo,2020-12-31T00:00:00Z,3355298324.37714,2870636182.21788,1563138128.96922,1791981551.05032,136375226823.4,130519175459.209,33026786596.8015,584077727.1617,26.213720176,2.09351011863224,28.74827,1.02213,1.02213,4284248983.87885,2.4578865919835,183521257.0
DB1GnEUR.xbo,2020-12-31T00:00:00Z,3355298324.37714,2870636182.21788,1563138128.96922,1791981551.05032,136375226823.4,130519175459.209,22632114997.7717,584077727.1617,24.073174295,2.18702865761689,28.74827,1.02213,1.02213,4284248983.87885,3.15669020584332,183521257.0
DB1GnEUR.xbo,2019-12-31T00:00:00Z,2803034190.5253,2482267112.07766,1342419523.35045,1532140483.82396,115967613456.494,110801352756.541,26087197355.3495,490281572.988364,23.994472225,2.29521171349426,30.27991,1.02462,1.02462,2540603771.04679,2.23727993078244,183429035.0
DB1GnEUR.xbo,2019-12-31T00:00:00Z,2803034190.5253,2482267112.07766,1342419523.35045,1532140483.82396,115967613456.494,110801352756.541,26880448357.7262,490281572.988364,25.332210464,1.875808538163,30.27991,1.02462,1.02462,2540603771.04679,1.90847941523914,183429035.0
DB1GnEUR.xbo,2019-12-31T00:00:00Z,2803034190.5253,2482267112.07766,1342419523.35045,1532140483.82396,115967613456.494,110801352756.541,40994122004.9641,490281572.988364,26.979034919,2.04585537918871,30.27991,1.02462,1.02462,2540603771.04679,5.69423793428967,183429035.0
DB1GnEUR.xbo,2019-12-31T00:00:00Z,2803034190.5253,2482267112.07766,1342419523.35045,1532140483.82396,115967613456.494,110801352756.541,21835726286.5336,490281572.988364,22.854217517,1.83611016661,30.27991,1.02462,1.02462,2540603771.04679,2.5652990231861,183429035.0
DB1GnEUR.xbo,2018-12-31T00:00:00Z,2816113533.35168,2499026557.48234,1367600532.15891,1523851500.13763,145551732392.88,141089499628.406,24185289889.1502,371298330.12203,27.645669897,1.94314501619287,26.31529,1.0151,1.0151,2447152674.5573,2.31353551282644,183347045.0
DB1GnEUR.xbo,2018-12-31T00:00:00Z,2816113533.35168,2499026557.48234,1367600532.15891,1523851500.13763,145551732392.88,141089499628.406,24880598386.007,371298330.12203,29.031219696,2.13776722090261,26.31529,1.0151,1.0151,2447152674.5573,2.24920927957972,183347045.0
DB1GnEUR.xbo,2018-12-31T00:00:00Z,2816113533.35168,2499026557.48234,1367600532.15891,1523851500.13763,145551732392.88,141089499628.406,21528167301.0027,371298330.12203,26.923726209,2.27081581160639,26.31529,1.0151,1.0151,2447152674.5573,2.60042300963579,183347045.0
DB1GnEUR.xbo,2018-12-31T00:00:00Z,2816113533.35168,2499026557.48234,1367600532.15891,1523851500.13763,145551732392.88,141089499628.406,17494826247.8968,371298330.12203,25.625159737,2.10752688172043,26.31529,1.0151,1.0151,2447152674.5573,2.86541479071949,183347045.0
DB1GnEUR.xbo,2017-12-31T00:00:00Z,2488063003.08298,2186033017.83808,1156716248.60546,1298675668.47807,119978703844.724,115575742325.548,18909404518.372,415224644.617987,21.673987704,2.1904336164506,31.19715,1.00893,1.00893,2733007367.95384,3.42623406084025,186610158.0
DB1GnEUR.xbo,2017-12-31T00:00:00Z,2488063003.08298,2186033017.83808,1156716248.60546,1298675668.47807,119978703844.724,115575742325.548,21042760149.5119,415224644.617987,24.470616176,2.17391304347826,31.19715,1.00893,1.00893,2733007367.95384,3.14060999610318,186610158.0
DB1GnEUR.xbo,2017-12-31T00:00:00Z,2488063003.08298,2186033017.83808,1156716248.60546,1298675668.47807,119978703844.724,115575742325.548,19824692826.0158,415224644.617987,25.236558189,,31.19715,1.00893,1.00893,2733007367.95384,3.5781867322013,186610158.0
MKTX.O,2022-12-31T00:00:00Z,593782695.0,550000004.4,270212045.4,321006381.3,1329067203.75,435381675.3,7489530811.38809,127185062.4,37.9405131301286,0.904607846216666,34.83558,,,0.0,6.77921199336783,37648148.0
MKTX.O,2022-12-31T00:00:00Z,593782695.0,550000004.4,270212045.4,321006381.3,1329067203.75,435381675.3,11582791763.9032,127185062.4,58.8690179770987,0.791534973203243,34.83558,,,0.0,7.12128782861665,37648148.0
MKTX.O,2022-12-31T00:00:00Z,593782695.0,550000004.4,270212045.4,321006381.3,1329067203.75,435381675.3,8413506944.37243,127185062.4,43.291313331,1.14735289296837,34.83558,,,0.0,6.8068702829477,37648148.0
MKTX.O,2021-12-31T00:00:00Z,516629631.65,485234974.55,249267250.25,288772600.3,1131233595.8,361550048.45,7243732355.29111,118949192.05,34.843985893,1.03404978211094,36.89643,,,0.0,7.21926572563478,37918956.0
MKTX.O,2021-12-31T00:00:00Z,516629631.65,485234974.55,249267250.25,288772600.3,1131233595.8,361550048.45,7636809300.18571,118949192.05,40.178851683,1.06217518303555,36.89643,,,0.0,6.49581956110121,37918956.0
MKTX.O,2021-12-31T00:00:00Z,516629631.65,485234974.55,249267250.25,288772600.3,1131233595.8,361550048.45,9415109295.50541,118949192.05,50.265437562,0.812819321876451,36.89643,,,0.0,4.53310155082595,37918956.0
MKTX.O,2021-12-31T00:00:00Z,516629631.65,485234974.55,249267250.25,288772600.3,1131233595.8,361550048.45,11239837659.7595,118949192.05,56.290701844,0.645997993491081,36.89643,,,0.0,1.515266,37918956.0
MKTX.O,2020-12-31T00:00:00Z,504005351.25,479071485.21,274064817.36,300391211.88,973767227.73,275264264.16,11559351630.5956,145673545.23,55.64366048,0.555590630721637,43.44306,,,0.0,4.10503071438943,38005330.0
MKTX.O,2020-12-31T00:00:00Z,504005351.25,479071485.21,274064817.36,300391211.88,973767227.73,275264264.16,12452027412.6501,145673545.23,58.004071383,0.540474143225648,43.44306,,,0.0,3.73630162004069,38005330.0
MKTX.O,2020-12-31T00:00:00Z,504005351.25,479071485.21,274064817.36,300391211.88,973767227.73,275264264.16,13395744536.3001,145673545.23,63.440290292,0.48820179007323,43.44306,,,0.0,3.95699614859409,38005330.0
MKTX.O,2020-12-31T00:00:00Z,504005351.25,479071485.21,274064817.36,300391211.88,973767227.73,275264264.16,15614805296.1588,145673545.23,78.601224425,0.445392966502737,43.44306,,,0.0,3.33791075597308,38005330.0
MKTX.O,2019-12-31T00:00:00Z,385661678.4,365455152.0,189215204.4,209470753.8,720208206.0,139405573.8,13845291742.3626,91128477.6,69.754102991,0.464486162183085,40.07064,,,754200.0,3.85957477726512,37935984.0
MKTX.O,2019-12-31T00:00:00Z,385661678.4,365455152.0,189215204.4,209470753.8,720208206.0,139405573.8,15022381368.0517,91128477.6,83.833177132,0.527460934924507,40.07064,,,754200.0,9.08776714562072,37935984.0
MKTX.O,2019-12-31T00:00:00Z,385661678.4,365455152.0,189215204.4,209470753.8,720208206.0,139405573.8,9893308651.14618,91128477.6,61.60369285,0.677621548365238,40.07064,,,754200.0,2.6321910165804,37935984.0
MKTX.O,2019-12-31T00:00:00Z,385661678.4,365455152.0,189215204.4,209470753.8,720208206.0,139405573.8,10559660572.8054,91128477.6,71.814329526,0.553460484549228,40.07064,,,754200.0,2.86876686462635,37935984.0
MKTX.O,2018-12-31T00:00:00Z,341430692.2,322722612.12,166640345.92,184732296.32,545219111.32,68715704.68,9830841345.9099,67027227.16,67.138309017,0.605269404225018,39.59271,,,1332596.0,2.55041169987886,37639917.0
MKTX.O,2018-12-31T00:00:00Z,341430692.2,322722612.12,166640345.92,184732296.32,545219111.32,68715704.68,9340451907.79501,67027227.16,68.703122228,0.732942909495922,39.59271,,,1332596.0,3.33375924551427,37639917.0
MKTX.O,2018-12-31T00:00:00Z,341430692.2,322722612.12,166640345.92,184732296.32,545219111.32,68715704.68,6924493805.66611,67027227.16,54.018575471,0.949853331470876,39.59271,,,1332596.0,3.54144773715928,37639917.0
MKTX.O,2018-12-31T00:00:00Z,341430692.2,322722612.12,166640345.92,184732296.32,545219111.32,68715704.68,6062219929.3856,67027227.16,46.488246488,0.801259121476606,39.59271,,,1332596.0,3.77839221043092,37639917.0
MKTX.O,2017-12-31T00:00:00Z,291163753.76,276326629.92,147731069.2,161995371.12,430158178.56,49188677.12,5016408892.60757,77425689.44,40.355783862,0.867007276668215,40.61517,,,666072.0,5.25725531994436,37620736.0
MKTX.O,2017-12-31T00:00:00Z,291163753.76,276326629.92,147731069.2,161995371.12,430158178.56,49188677.12,5515714038.54077,77425689.44,45.462482997,,40.61517,,,666072.0,6.28228280251175,37620736.0
